iter	Logloss
480	0.3418788517
481	0.3417674308
482	0.3416014396
483	0.3414901015
484	0.3413807044
485	0.3411851765
486	0.3410812405
487	0.3409653139
488	0.3408955366
489	0.3407852659
490	0.340668191
491	0.3405149692
492	0.3404414823
493	0.3402839418
494	0.3401485844
495	0.3400427988
496	0.3399329736
497	0.3397742097
498	0.3395140738
499	0.3393719645
500	0.339187185
501	0.3390531959
502	0.3389403804
503	0.3388783525
504	0.3387303701
505	0.3385278699
506	0.33837871
507	0.3382551423
508	0.3380199358
509	0.3378200584
510	0.3376677945
511	0.3375367345
512	0.3373780444
513	0.3372500148
514	0.3371100679
515	0.336940189
516	0.3367802302
517	0.336719277
518	0.3366031109
519	0.3364680528
520	0.3363800569
521	0.3362681669
522	0.3361131313
523	0.3359195642
524	0.3358158843
525	0.3356755278
526	0.3355035639
527	0.3352861321
528	0.3351660544
529	0.3350489799
530	0.3349234838
531	0.3347787513
532	0.3346960382
533	0.3345939989
534	0.334521608
535	0.3343912276
536	0.3343156163
537	0.3341969653
538	0.3341065555
539	0.3340327479
540	0.3339112194
541	0.3338180605
542	0.3337184937
543	0.3335888425
544	0.3334988458
545	0.3333861112
546	0.3332144883
547	0.3331197535
548	0.3330261965
549	0.3328675516
550	0.3327733429
551	0.3326195446
552	0.3325495598
553	0.3324074953
554	0.3323598517
555	0.3322052556
556	0.3321114738
557	0.3319798664
558	0.3318776897
559	0.3317979485
560	0.3316839297
561	0.3315482409
562	0.3314410874
563	0.3313407577
564	0.33125193
565	0.3311078627
566	0.3309936868
567	0.330897366
568	0.3308064514
569	0.3306858939
570	0.3305310704
571	0.3304429513
572	0.3303660696
573	0.3302812382
574	0.3301538081
575	0.3300647865
576	0.3299293445
577	0.3298780476
578	0.3297481933
579	0.3296666271
580	0.3295240781
581	0.3294463878
582	0.3293680791
583	0.3292661593
584	0.3291462014
585	0.3290782634
586	0.3289344674
587	0.3288237775
588	0.3287028597
589	0.328558832
590	0.3284548203
591	0.3283404202
592	0.3282268561
593	0.3281259181
594	0.3280572263
595	0.3279610382
596	0.3278405493
597	0.327763445
598	0.3276304721
599	0.3275559015
600	0.3274748399
601	0.3273027291
602	0.3272674923
603	0.3271477995
604	0.3270591603
605	0.3270022285
606	0.3268874895
607	0.3267882999
608	0.3266803777
609	0.3265770461
610	0.3264721754
611	0.3262904256
612	0.3262434312
613	0.3261711817
614	0.326060101
615	0.3259474616
616	0.3257775091
617	0.325646197
618	0.3255537349
619	0.3254566322
620	0.3253194079
621	0.3252644222
622	0.3251631286
623	0.3250421419
624	0.3248703358
625	0.3247862414
626	0.3247051707
627	0.3246328719
628	0.3245302765
629	0.3244153721
630	0.3242808526
631	0.3241646482
632	0.3240802577
633	0.3239114112
634	0.3238270413
635	0.3237642264
636	0.3236807017
637	0.3236108998
638	0.3234538945
639	0.3232926107
640	0.3231735295
641	0.3231057641
642	0.3230317168
643	0.3229538564
644	0.3228476987
645	0.3227081045
646	0.3225809041
647	0.3224920747
648	0.322388632
649	0.3223212438
650	0.3222540569
651	0.3220916966
652	0.3218734527
653	0.3217941472
654	0.3217243165
655	0.321565228
656	0.3213878653
657	0.3213064336
658	0.3211526123
659	0.3210447691
660	0.3209901379
661	0.32092649
662	0.3208239609
663	0.3207316003
664	0.3206680566
665	0.320459356
666	0.320348362
667	0.3202280581
668	0.3200624979
669	0.3199206724
670	0.3198713069
671	0.3197391726
672	0.3196788285
673	0.3195114618
674	0.3192720419
675	0.319118765
676	0.3188890805
677	0.3188154932
678	0.3187437871
679	0.3186665042
680	0.3185058679
681	0.3184462717
682	0.3183053736
683	0.3182412489
684	0.3181340142
685	0.31800486
686	0.3178886559
687	0.3177327436
688	0.3175997446
689	0.3174889711
690	0.317423697
691	0.3173031
692	0.3171399267
693	0.3170598447
694	0.3169311322
695	0.3167807459
696	0.3166808285
697	0.3166164409
698	0.3165320424
699	0.3163911908
700	0.3162906861
701	0.316184206
702	0.316130685
703	0.3160586311
704	0.3159820233
705	0.3159147122
706	0.3157637988
707	0.3157005637
708	0.3156115029
709	0.3153725959
710	0.3153227192
711	0.3151752192
712	0.3151064362
713	0.31496169
714	0.3147325251
715	0.3146189771
716	0.3145590987
717	0.3145238338
718	0.314463144
719	0.3143374088
720	0.3141936362
721	0.3140987742
722	0.3140442873
723	0.31392384
724	0.313857236
725	0.313804489
726	0.3137030332
727	0.3134837504
728	0.3133408131
729	0.3131974207
730	0.313107684
731	0.3129590008
732	0.3128213979
733	0.3127249511
734	0.3126402729
735	0.3125586033
736	0.3124260708
737	0.3123774441
738	0.3122719048
739	0.3121941416
740	0.3121210789
741	0.3119831722
742	0.3118720286
743	0.3117059773
744	0.3116506874
745	0.3115873174
746	0.3114956763
747	0.3114130725
748	0.3113246552
749	0.3112632433
750	0.3111135853
751	0.3109910924
752	0.3108729264
753	0.310797815
754	0.3107243054
755	0.3105398899
756	0.3104861582
757	0.3103990039
758	0.3102443352
759	0.3101429942
760	0.3100725117
761	0.3099409494
762	0.3098274413
763	0.3097707107
764	0.3096300155
765	0.3095268253
766	0.309461058
767	0.3093891999
768	0.3092906072
769	0.3092114922
770	0.3091252465
771	0.3090758483
772	0.3089859733
773	0.3089431926
774	0.3088667912
775	0.3087735948
776	0.3087161807
777	0.3086645967
778	0.308600897
779	0.3085199674
780	0.3084450941
781	0.3083833675
782	0.3083224578
783	0.3082496069
784	0.3081396045
785	0.3079743272
786	0.3078558337
787	0.3077280942
788	0.3076200548
789	0.3074864934
790	0.3074343681
791	0.3072789608
792	0.3072347841
793	0.3071599804
794	0.3070556009
795	0.3070063608
796	0.3069306861
797	0.306869635
798	0.3067820929
799	0.3067156655
800	0.3066704043
801	0.3066288993
802	0.30655338
803	0.3064420299
804	0.3063491083
805	0.306279535
806	0.306174253
807	0.3061212355
808	0.3060904341
809	0.3059318755
810	0.3058073016
811	0.3057023504
812	0.305615322
813	0.3055662138
814	0.3054984751
815	0.3054317209
816	0.3053855568
817	0.3052698096
818	0.3052096868
819	0.3050466297
820	0.3049931637
821	0.3049533532
822	0.3049232204
823	0.3048256061
824	0.3047419179
825	0.3046820099
826	0.3046029825
827	0.3045211375
828	0.3044191401
829	0.3042946732
830	0.3041906784
831	0.3040782491
832	0.303942736
833	0.3038763577
834	0.3038142026
835	0.3036926699
836	0.3035942643
837	0.3035277109
838	0.3034524302
839	0.3033538762
840	0.3032898509
841	0.3032515085
842	0.3031419181
843	0.3030934267
844	0.3029907361
845	0.3028868694
846	0.3027569432
847	0.3027208241
848	0.3026653979
849	0.3025647219
850	0.3024346724
851	0.3024018631
852	0.3022682373
853	0.302205991
854	0.302162816
855	0.3019948337
856	0.3019515053
857	0.3018127226
858	0.301715882
859	0.3016118813
860	0.3015779984
861	0.3015182965
862	0.3013805597
863	0.3013033982
864	0.3012324606
865	0.3011356547
866	0.3010362569
867	0.3009805971
868	0.300781254
869	0.3007371031
870	0.3006853091
871	0.3005640407
872	0.3005203796
873	0.3004727046
874	0.3003819221
875	0.3003008018
876	0.3001179123
877	0.3000118919
878	0.2999296781
879	0.2998926981
880	0.2997237596
881	0.2996526537
882	0.2996040125
883	0.2995559125
884	0.2994425986
885	0.2993395627
886	0.29925501
887	0.2991178251
888	0.299034044
889	0.298971189
890	0.2988997476
891	0.2987684577
892	0.2986632551
893	0.2986189138
894	0.2984833172
895	0.2983610186
896	0.2982880235
897	0.2982230395
898	0.2981553205
899	0.2980749907
900	0.2980136621
901	0.2979206413
902	0.2978015774
903	0.2976893525
904	0.2975665152
905	0.2974870515
906	0.2973768537
907	0.2972913433
908	0.2972150904
909	0.2971415731
910	0.2969907179
911	0.2969022357
912	0.2967761513
913	0.2966803571
914	0.2966081895
915	0.2964281681
916	0.2962920842
917	0.2961500105
918	0.2960752498
919	0.2959453531
920	0.2958941885
921	0.2958459676
922	0.2957523301
923	0.2956079992
924	0.2954604044
925	0.2953457496
926	0.2952815253
927	0.2952051681
928	0.2951104855
929	0.2949730135
930	0.2949055792
931	0.2947486307
932	0.2946763799
933	0.2946061957
934	0.294534393
935	0.2944646265
936	0.2943827943
937	0.2941943222
938	0.2940134379
939	0.2939619961
940	0.2938309896
941	0.2937389299
942	0.2936964915
943	0.2936321854
944	0.2935990639
945	0.2934948245
946	0.2934556448
947	0.2934092032
948	0.2933565482
949	0.2932941567
950	0.2932264112
951	0.2931446602
952	0.2931211491
953	0.2930151111
954	0.2929704938
955	0.2928554203
956	0.2927581302
957	0.2926813694
958	0.2925739931
959	0.2924813946
960	0.2923555296
961	0.2922995853
962	0.2921450345
963	0.2920296372
964	0.2919721925
965	0.2918899911
966	0.2918539813
967	0.2917258709
968	0.2916214811
969	0.2915598102
970	0.2914996754
971	0.2914401707
972	0.2914072926
973	0.2912347998
974	0.2911705394
975	0.2911034619
976	0.2910422266
977	0.2909780813
978	0.2908471311
979	0.2907950167
980	0.2907514877
981	0.290681765
982	0.2905225459
983	0.2904764942
984	0.2903562796
985	0.2903225585
986	0.290267882
987	0.2902258456
988	0.2901466602
989	0.2900931931
990	0.2900220851
991	0.2899631105
992	0.2898554711
993	0.2897500136
994	0.289579468
995	0.2894888686
996	0.2893579029
997	0.2892364613
998	0.2891079168
999	0.2890470884
1
